Chk#,Sales Area,Member #,Open Time,Close Time,First Fire,Last Fulfilled,Net Amount,Tax,Gratuity,Comp,Discount,Void,Total Due,Settlement Method
chk_00520,outlet_bar_lounge,mbr_066,2026-02-16 16:12:00,2026-02-16 17:23:00,2026-02-16 16:19:00,2026-02-16 17:15:00,34,2.89,5.78,0,0,0,42.67,cash
chk_00521,outlet_bar_lounge,mbr_067,2026-02-03 18:59:00,2026-02-03 20:20:00,2026-02-03 19:14:00,2026-02-03 20:10:00,59,5.02,11.21,0,0,0,75.23,cash
chk_00523,outlet_grill,mbr_067,2026-03-01 14:40:00,2026-03-01 15:41:00,2026-03-01 14:52:00,2026-03-01 15:34:00,171,14.54,27.36,0,0,0,212.9,credit_card
chk_00524,outlet_bar_lounge,mbr_067,2026-02-16 16:12:00,2026-02-16 17:23:00,2026-02-16 16:19:00,2026-02-16 17:14:00,34,2.89,7.14,0,0,0,44.03,cash
chk_00529,outlet_grill,mbr_068,2026-02-12 12:53:00,2026-02-12 14:07:00,2026-02-12 13:07:00,2026-02-12 13:58:00,146,12.41,26.28,0,0,0,184.69,cash
chk_00531,outlet_main_dining,mbr_068,2025-12-17 07:34:00,2025-12-17 08:29:00,2025-12-17 07:45:00,2025-12-17 08:23:00,94,7.99,23.5,0,0,0,125.49,credit_card
chk_00556,outlet_grill,mbr_072,2025-12-17 12:34:00,2025-12-17 13:29:00,2025-12-17 12:45:00,2025-12-17 13:23:00,95,8.08,23.75,0,0,0,126.83,credit_card
chk_00557,outlet_grill,mbr_073,2025-12-17 12:34:00,2025-12-17 13:29:00,2025-12-17 12:45:00,2025-12-17 13:23:00,155,13.18,23.25,0,0,0,191.43,credit_card
chk_00558,outlet_bar_lounge,mbr_073,2026-02-24 15:06:00,2026-02-24 16:11:00,2026-02-24 15:12:00,2026-02-24 16:04:00,18,1.53,3.6,0,0,0,23.13,cash
chk_00560,outlet_grill,mbr_073,2025-12-29 10:47:00,2025-12-29 11:33:00,2025-12-29 11:00:00,2025-12-29 11:18:00,129,10.97,21.93,0,8,0,153.9,credit_card
chk_00563,outlet_grill,mbr_073,2026-03-05 13:37:00,2026-03-05 14:35:00,2026-03-05 13:48:00,2026-03-05 14:29:00,104,8.84,15.6,0,0,0,128.44,credit_card
chk_00564,outlet_bar_lounge,mbr_073,2026-02-20 15:09:00,2026-02-20 16:17:00,2026-02-20 15:15:00,2026-02-20 16:09:00,26,2.21,4.42,0,0,0,32.63,cash
chk_00565,outlet_bar_lounge,mbr_074,2026-02-07 18:57:00,2026-02-07 20:15:00,2026-02-07 19:05:00,2026-02-07 20:05:00,52,4.42,9.88,0,0,0,66.3,cash
chk_00567,outlet_grill,mbr_074,2026-03-05 13:38:00,2026-03-05 14:37:00,2026-03-05 13:43:00,2026-03-05 14:31:00,164,13.94,24.6,0,0,0,202.54,credit_card
chk_00568,outlet_bar_lounge,mbr_074,2026-02-20 15:09:00,2026-02-20 15:39:00,2026-02-20 15:15:00,2026-02-20 15:27:00,27,2.3,5.67,0,0,0,34.97,cash
chk_00407,outlet_bar_lounge,mbr_051,2026-02-26 14:04:00,2026-02-26 15:08:00,2026-02-26 14:09:00,2026-02-26 15:01:00,177,15.05,35.4,0,0,0,227.45,cash
chk_00603,outlet_grill,mbr_079,2025-12-20 12:32:00,2025-12-20 13:24:00,2025-12-20 12:42:00,2025-12-20 13:19:00,88,7.48,22,0,0,0,117.48,member_charge
chk_00604,outlet_grill,mbr_079,2026-02-28 14:03:00,2026-02-28 15:05:00,2026-02-28 14:08:00,2026-02-28 14:58:00,173,14.71,27.68,0,0,8,207.39,cash
chk_00607,outlet_grill,mbr_080,2025-12-20 12:32:00,2025-12-20 13:25:00,2025-12-20 12:42:00,2025-12-20 13:20:00,147,12.5,36.75,0,0,0,196.25,member_charge
chk_00611,outlet_bar_lounge,mbr_080,2026-02-11 17:54:00,2026-02-11 19:09:00,2026-02-11 18:08:00,2026-02-11 19:00:00,44,3.74,7.92,0,0,0,55.66,cash
chk_00640,outlet_bar_lounge,mbr_085,2026-02-23 15:45:00,2026-02-23 16:51:00,2026-02-23 15:58:00,2026-02-23 16:43:00,123,10.46,19.68,0,13,0,140.14,credit_card
chk_00641,outlet_bar_lounge,mbr_085,2026-02-10 17:16:00,2026-02-10 18:31:00,2026-02-10 17:24:00,2026-02-10 18:22:00,46,3.91,8.28,0,0,0,58.19,member_charge
chk_00642,outlet_grill,mbr_085,2025-12-29 10:26:00,2025-12-29 11:12:00,2025-12-29 10:35:00,2025-12-29 10:57:00,72,6.12,17.28,19,0,0,76.4,member_charge
chk_00643,outlet_grill,mbr_085,2026-03-08 13:35:00,2026-03-08 14:31:00,2026-03-08 13:50:00,2026-03-08 14:25:00,157,13.35,23.55,0,0,0,193.9,cash
chk_00647,outlet_bar_lounge,mbr_086,2026-02-19 16:48:00,2026-02-19 17:57:00,2026-02-19 17:01:00,2026-02-19 17:49:00,28,2.38,4.76,0,14,0,21.14,credit_card
chk_00648,outlet_bar_lounge,mbr_086,2026-02-06 18:19:00,2026-02-06 19:38:00,2026-02-06 18:27:00,2026-02-06 19:28:00,54,4.59,12.42,0,0,0,71.01,member_charge
chk_00649,outlet_grill,mbr_086,2025-12-24 11:29:00,2025-12-24 12:19:00,2025-12-24 11:39:00,2025-12-24 12:14:00,140,11.9,35,0,0,0,186.9,member_charge
chk_00650,outlet_grill,mbr_086,2026-03-04 13:00:00,2026-03-04 13:59:00,2026-03-04 13:05:00,2026-03-04 13:53:00,166,14.11,24.9,0,0,0,205.01,cash
chk_00679,outlet_grill,mbr_091,2026-02-01 13:01:00,2026-02-01 14:23:00,2026-02-01 13:06:00,2026-02-01 14:12:00,167,14.2,31.73,0,0,0,212.93,cash
chk_00681,outlet_main_dining,mbr_091,2026-02-27 09:42:00,2026-02-27 10:45:00,2026-02-27 09:54:00,2026-02-27 10:38:00,116,9.86,18.56,0,0,0,144.42,credit_card
chk_00682,outlet_bar_lounge,mbr_091,2026-02-14 16:51:00,2026-02-14 18:04:00,2026-02-14 16:58:00,2026-02-14 17:55:00,38,3.23,6.84,0,0,0,48.07,credit_card
chk_00684,outlet_grill,mbr_091,2025-12-19 12:32:00,2025-12-19 13:25:00,2025-12-19 12:47:00,2025-12-19 13:20:00,150,12.75,37.5,0,0,0,200.25,credit_card
chk_00685,outlet_bar_lounge,mbr_092,2026-02-27 14:42:00,2026-02-27 15:45:00,2026-02-27 14:54:00,2026-02-27 15:38:00,116,9.86,18.56,0,0,0,144.42,credit_card
chk_00686,outlet_bar_lounge,mbr_092,2026-02-14 16:13:00,2026-02-14 17:26:00,2026-02-14 16:20:00,2026-02-14 17:17:00,38,3.23,6.84,0,0,0,48.07,member_charge
chk_00688,outlet_grill,mbr_092,2025-12-19 12:54:00,2025-12-19 13:47:00,2025-12-19 13:09:00,2025-12-19 13:42:00,150,12.75,37.5,0,0,0,200.25,cash
chk_00691,outlet_bar_lounge,mbr_092,2026-02-23 15:45:00,2026-02-23 16:51:00,2026-02-23 15:58:00,2026-02-23 16:43:00,124,10.54,19.84,0,13,0,141.38,credit_card
chk_00714,outlet_bar_lounge,mbr_096,2026-02-27 14:42:00,2026-02-27 15:45:00,2026-02-27 14:54:00,2026-02-27 15:38:00,176,14.96,28.16,0,0,0,219.12,credit_card
chk_00715,outlet_bar_lounge,mbr_096,2026-02-13 16:14:00,2026-02-13 17:27:00,2026-02-13 16:21:00,2026-02-13 17:18:00,39,3.32,8.58,0,0,0,50.9,member_charge
chk_00717,outlet_grill,mbr_096,2025-12-19 12:55:00,2025-12-19 13:49:00,2025-12-19 13:10:00,2025-12-19 13:44:00,151,12.84,27.18,0,0,0,191.02,cash
chk_00719,outlet_grill,mbr_097,2026-02-09 12:55:00,2026-02-09 14:11:00,2026-02-09 13:10:00,2026-02-09 14:02:00,151,12.84,27.18,0,0,0,191.02,cash
chk_00722,outlet_bar_lounge,mbr_097,2026-02-22 15:45:00,2026-02-22 16:52:00,2026-02-22 15:51:00,2026-02-22 16:44:00,22,1.87,3.74,0,0,0,27.61,credit_card
chk_00723,outlet_bar_lounge,mbr_097,2026-02-09 17:17:00,2026-02-09 17:55:00,2026-02-09 17:25:00,2026-02-09 17:42:00,48,4.08,10.56,0,0,0,62.64,member_charge
chk_00724,outlet_grill,mbr_097,2025-12-27 11:26:00,2025-12-27 12:13:00,2025-12-27 11:39:00,2025-12-27 11:58:00,133,11.31,31.92,0,8,0,168.23,member_charge
chk_00727,outlet_bar_lounge,mbr_098,2026-02-05 18:58:00,2026-02-05 20:17:00,2026-02-05 19:13:00,2026-02-05 20:07:00,160,13.6,30.4,0,0,0,204,cash
chk_00729,outlet_grill,mbr_098,2026-03-03 08:39:00,2026-03-03 09:39:00,2026-03-03 08:51:00,2026-03-03 09:32:00,108,9.18,16.2,0,0,0,133.38,credit_card
chk_00730,outlet_bar_lounge,mbr_098,2026-02-18 16:49:00,2026-02-18 17:59:00,2026-02-18 16:56:00,2026-02-18 17:51:00,31,2.64,5.27,0,0,0,38.91,credit_card
chk_00755,outlet_grill,mbr_102,2026-03-02 14:39:00,2026-03-02 15:39:00,2026-03-02 14:51:00,2026-03-02 15:32:00,109,9.27,16.35,0,0,0,134.62,credit_card
chk_00756,outlet_bar_lounge,mbr_102,2026-02-17 16:11:00,2026-02-17 17:21:00,2026-02-17 16:18:00,2026-02-17 17:13:00,32,2.72,5.44,0,0,0,40.16,cash
chk_00759,outlet_bar_lounge,mbr_103,2026-02-17 16:11:00,2026-02-17 17:21:00,2026-02-17 16:18:00,2026-02-17 17:13:00,32,2.72,6.72,0,0,0,41.44,cash
chk_00608,outlet_grill,mbr_080,2026-02-28 14:03:00,2026-02-28 15:05:00,2026-02-28 14:08:00,2026-02-28 14:58:00,173,14.71,34.6,0,0,16,206.31,cash
chk_00771,outlet_grill,mbr_105,2026-03-07 13:36:00,2026-03-07 14:33:00,2026-03-07 13:47:00,2026-03-07 14:27:00,101,8.59,15.15,0,0,0,124.74,credit_card
chk_00798,outlet_grill,mbr_109,2025-12-31 10:46:00,2025-12-31 11:31:00,2025-12-31 10:59:00,2025-12-31 11:16:00,127,10.8,21.59,0,8,0,151.39,credit_card
chk_00799,outlet_bar_lounge,mbr_109,2026-02-08 17:56:00,2026-02-08 19:13:00,2026-02-08 18:11:00,2026-02-08 19:03:00,50,4.25,9,0,0,0,63.25,cash
chk_00801,outlet_grill,mbr_109,2026-03-06 13:37:00,2026-03-06 14:35:00,2026-03-06 13:48:00,2026-03-06 14:29:00,161,13.69,24.15,0,0,0,198.84,credit_card
chk_00804,outlet_bar_lounge,mbr_110,2026-02-21 15:08:00,2026-02-21 16:38:00,2026-02-21 15:14:00,2026-02-21 16:26:00,25,2.13,5.25,0,0,0,32.38,cash
chk_00809,outlet_grill,mbr_110,2026-03-02 14:40:00,2026-03-02 15:41:00,2026-03-02 14:52:00,2026-03-02 15:34:00,170,14.45,27.2,0,0,0,211.65,credit_card
chk_00810,outlet_bar_lounge,mbr_111,2026-02-17 16:49:00,2026-02-17 18:00:00,2026-02-17 17:03:00,2026-02-17 17:52:00,136,11.56,23.12,0,14,0,156.68,credit_card
chk_00811,outlet_bar_lounge,mbr_111,2026-02-03 18:21:00,2026-02-03 19:41:00,2026-02-03 18:29:00,2026-02-03 19:31:00,59,5.02,11.21,0,0,0,75.23,member_charge
chk_00841,outlet_grill,mbr_115,2025-12-21 12:31:00,2025-12-21 13:23:00,2025-12-21 12:41:00,2025-12-21 13:18:00,86,7.31,21.5,0,0,0,114.81,member_charge
chk_00842,outlet_grill,mbr_115,2026-03-01 14:02:00,2026-03-01 15:03:00,2026-03-01 14:07:00,2026-03-01 14:56:00,171,14.54,27.36,0,0,0,212.9,cash
chk_00845,outlet_grill,mbr_116,2026-03-01 14:02:00,2026-03-01 15:26:00,2026-03-01 14:07:00,2026-03-01 15:19:00,171,14.54,34.2,0,0,0,219.74,cash
chk_00848,outlet_bar_lounge,mbr_116,2026-02-12 17:53:00,2026-02-12 19:07:00,2026-02-12 18:07:00,2026-02-12 18:58:00,42,3.57,7.56,0,0,0,53.13,cash
chk_00850,outlet_grill,mbr_116,2025-12-17 12:34:00,2025-12-17 13:29:00,2025-12-17 12:45:00,2025-12-17 13:23:00,154,13.09,38.5,0,0,0,205.59,credit_card
chk_00851,outlet_bar_lounge,mbr_116,2026-02-25 15:06:00,2026-02-25 16:11:00,2026-02-25 15:12:00,2026-02-25 16:04:00,180,15.3,36,0,0,0,231.3,cash
chk_00874,outlet_bar_lounge,mbr_118,2026-02-03 18:21:00,2026-02-03 19:42:00,2026-02-03 18:30:00,2026-02-03 19:32:00,60,5.1,11.4,0,0,0,76.5,member_charge
chk_00875,outlet_grill,mbr_118,2025-12-21 12:31:00,2025-12-21 13:23:00,2025-12-21 12:41:00,2025-12-21 13:18:00,86,7.31,21.5,0,0,0,114.81,member_charge
chk_00876,outlet_grill,mbr_118,2026-03-01 14:41:00,2026-03-01 15:43:00,2026-03-01 14:46:00,2026-03-01 15:36:00,172,14.62,27.52,0,0,0,214.14,credit_card
chk_00881,outlet_bar_lounge,mbr_119,2026-02-16 16:50:00,2026-02-16 18:01:00,2026-02-16 17:04:00,2026-02-16 17:52:00,34,2.89,5.78,0,0,0,42.67,credit_card
chk_00882,outlet_bar_lounge,mbr_119,2026-02-03 18:22:00,2026-02-03 19:43:00,2026-02-03 18:31:00,2026-02-03 19:33:00,60,5.1,13.8,0,0,0,78.9,member_charge
chk_00883,outlet_grill,mbr_119,2025-12-21 12:31:00,2025-12-21 13:23:00,2025-12-21 12:41:00,2025-12-21 13:18:00,146,12.41,36.5,0,0,0,194.91,member_charge
chk_00887,outlet_bar_lounge,mbr_119,2026-02-11 17:53:00,2026-02-11 19:07:00,2026-02-11 18:07:00,2026-02-11 18:58:00,43,3.66,7.74,0,0,0,54.4,cash
chk_00888,outlet_grill,mbr_120,2025-12-21 12:31:00,2025-12-21 13:23:00,2025-12-21 12:45:00,2025-12-21 13:18:00,146,12.41,36.5,0,0,0,194.91,member_charge
chk_00891,outlet_grill,mbr_120,2026-02-25 09:44:00,2026-02-25 10:49:00,2026-02-25 09:57:00,2026-02-25 10:42:00,121,10.29,19.36,0,13,0,137.65,credit_card
chk_00911,outlet_grill,mbr_122,2025-12-25 11:28:00,2025-12-25 12:17:00,2025-12-25 11:38:00,2025-12-25 12:12:00,138,11.73,33.12,0,0,0,182.85,member_charge
chk_00912,outlet_grill,mbr_122,2026-03-05 13:00:00,2026-03-05 13:59:00,2026-03-05 13:05:00,2026-03-05 13:53:00,164,13.94,31.16,0,0,0,209.1,cash
chk_00915,outlet_bar_lounge,mbr_122,2026-02-15 16:50:00,2026-02-15 18:01:00,2026-02-15 17:04:00,2026-02-15 17:52:00,138,11.73,23.46,0,0,0,173.19,credit_card
chk_00916,outlet_bar_lounge,mbr_122,2026-02-02 18:22:00,2026-02-02 19:43:00,2026-02-02 18:31:00,2026-02-02 19:33:00,61,5.19,11.59,0,0,0,77.78,member_charge
chk_00917,outlet_grill,mbr_122,2025-12-21 12:31:00,2025-12-21 13:23:00,2025-12-21 12:41:00,2025-12-21 13:18:00,87,7.4,21.75,0,0,0,116.15,member_charge
chk_00802,outlet_main_dining,mbr_110,2025-12-26 20:27:00,2025-12-26 21:15:00,2025-12-26 20:37:00,2025-12-26 21:00:00,76,6.46,18.24,19,0,0,81.7,member_charge
chk_00803,outlet_grill,mbr_110,2026-03-06 13:37:00,2026-03-06 14:35:00,2026-03-06 13:52:00,2026-03-06 14:29:00,162,13.77,24.3,0,0,0,200.07,credit_card
chk_00928,outlet_bar_lounge,mbr_123,2026-02-11 17:54:00,2026-02-11 19:09:00,2026-02-11 18:08:00,2026-02-11 19:00:00,44,3.74,7.92,0,0,0,55.66,cash
chk_00930,outlet_grill,mbr_123,2026-03-09 12:35:00,2026-03-09 13:31:00,2026-03-09 12:46:00,2026-03-09 13:25:00,155,13.18,23.25,0,0,0,191.43,credit_card
chk_00931,outlet_bar_lounge,mbr_123,2026-02-24 15:06:00,2026-02-24 16:11:00,2026-02-24 15:12:00,2026-02-24 16:04:00,18,1.53,3.6,0,0,0,23.13,cash
chk_00958,outlet_grill,mbr_126,2025-12-25 11:28:00,2025-12-25 12:17:00,2025-12-25 11:38:00,2025-12-25 12:12:00,139,11.82,33.36,0,0,0,184.18,member_charge
chk_00959,outlet_grill,mbr_126,2026-03-04 13:00:00,2026-03-04 13:59:00,2026-03-04 13:05:00,2026-03-04 13:53:00,165,14.03,31.35,0,0,0,210.38,cash
chk_00962,outlet_bar_lounge,mbr_126,2026-02-15 16:51:00,2026-02-15 18:03:00,2026-02-15 17:05:00,2026-02-15 17:54:00,36,3.06,6.12,0,0,0,45.18,credit_card
chk_00963,outlet_bar_lounge,mbr_126,2026-02-02 18:22:00,2026-02-02 19:43:00,2026-02-02 18:31:00,2026-02-02 19:33:00,62,5.27,14.26,0,0,0,81.53,member_charge
chk_00968,outlet_grill,mbr_127,2025-12-25 11:29:00,2025-12-25 12:18:00,2025-12-25 11:43:00,2025-12-25 12:13:00,139,11.82,33.36,0,0,0,184.18,member_charge
chk_00969,outlet_grill,mbr_127,2026-02-02 13:00:00,2026-02-02 14:21:00,2026-02-02 13:05:00,2026-02-02 14:11:00,165,14.03,31.35,0,0,0,210.38,cash
chk_00045,outlet_grill,mbr_006,2025-12-23 11:52:00,2025-12-23 13:05:00,2025-12-23 12:06:00,2025-12-23 12:56:00,143,12.16,25.74,0,0,0,180.9,credit_card
chk_00971,outlet_main_dining,mbr_127,2026-02-28 09:41:00,2026-02-28 10:43:00,2026-02-28 09:53:00,2026-02-28 10:36:00,114,9.69,18.24,0,0,0,141.93,credit_card
chk_00998,outlet_bar_lounge,mbr_129,2026-02-19 15:48:00,2026-02-19 16:57:00,2026-02-19 16:01:00,2026-02-19 16:49:00,28,2.38,4.76,0,0,0,35.14,credit_card
chk_00999,outlet_bar_lounge,mbr_129,2026-02-06 18:19:00,2026-02-06 19:37:00,2026-02-06 18:27:00,2026-02-06 19:27:00,54,4.59,12.42,0,0,0,71.01,member_charge
chk_01000,outlet_grill,mbr_130,2026-02-06 13:57:00,2026-02-06 15:15:00,2026-02-06 14:12:00,2026-02-06 15:05:00,157,13.35,29.83,0,0,0,200.18,cash
chk_01002,outlet_main_dining,mbr_130,2026-03-04 08:38:00,2026-03-04 09:37:00,2026-03-04 08:50:00,2026-03-04 09:31:00,105,8.93,15.75,0,0,0,129.68,credit_card
chk_01003,outlet_bar_lounge,mbr_130,2026-02-19 16:48:00,2026-02-19 17:57:00,2026-02-19 16:54:00,2026-02-19 17:49:00,28,2.38,4.76,0,0,0,35.14,credit_card
chk_01005,outlet_grill,mbr_130,2025-12-24 11:29:00,2025-12-24 12:19:00,2025-12-24 11:43:00,2025-12-24 12:14:00,140,11.9,33.6,0,0,0,185.5,member_charge
chk_01006,outlet_grill,mbr_130,2026-02-02 13:00:00,2026-02-02 14:22:00,2026-02-02 13:05:00,2026-02-02 14:12:00,166,14.11,31.54,0,0,0,211.65,cash
chk_01011,outlet_grill,mbr_130,2025-12-20 12:32:00,2025-12-20 13:25:00,2025-12-20 12:42:00,2025-12-20 13:20:00,148,12.58,37,0,0,0,197.58,member_charge
chk_01040,outlet_bar_lounge,mbr_133,2026-02-19 16:48:00,2026-02-19 17:57:00,2026-02-19 17:01:00,2026-02-19 17:49:00,29,2.47,4.93,0,0,0,36.4,credit_card
chk_01041,outlet_bar_lounge,mbr_133,2026-02-06 18:19:00,2026-02-06 19:38:00,2026-02-06 18:27:00,2026-02-06 19:28:00,55,4.68,12.65,0,0,0,72.33,member_charge
chk_01042,outlet_grill,mbr_133,2025-12-24 11:29:00,2025-12-24 12:19:00,2025-12-24 11:39:00,2025-12-24 12:14:00,140,11.9,35,0,0,0,186.9,member_charge
chk_01043,outlet_grill,mbr_133,2026-03-04 13:00:00,2026-03-04 14:00:00,2026-03-04 13:05:00,2026-03-04 13:54:00,166,14.11,31.54,0,0,0,211.65,cash
chk_01045,outlet_grill,mbr_134,2025-12-28 10:48:00,2025-12-28 11:35:00,2025-12-28 11:01:00,2025-12-28 11:20:00,132,11.22,31.68,0,8,0,166.9,credit_card
chk_01046,outlet_bar_lounge,mbr_134,2026-02-06 18:57:00,2026-02-06 20:16:00,2026-02-06 19:12:00,2026-02-06 20:06:00,158,13.43,30.02,0,0,0,201.45,cash
chk_01049,outlet_bar_lounge,mbr_134,2026-02-19 16:48:00,2026-02-19 17:57:00,2026-02-19 16:54:00,2026-02-19 17:49:00,29,2.47,4.93,0,0,0,36.4,cash
chk_01051,outlet_grill,mbr_134,2025-12-24 11:29:00,2025-12-24 12:19:00,2025-12-24 11:43:00,2025-12-24 12:14:00,140,11.9,35,0,0,0,186.9,member_charge
chk_01074,outlet_bar_lounge,mbr_137,2026-02-10 17:54:00,2026-02-10 19:10:00,2026-02-10 18:09:00,2026-02-10 19:01:00,150,12.75,27,0,0,0,189.75,cash
chk_00957,outlet_bar_lounge,mbr_126,2026-02-06 18:19:00,2026-02-06 18:59:00,2026-02-06 18:27:00,2026-02-06 18:49:00,53,4.51,12.19,0,0,0,69.7,member_charge
chk_01079,outlet_grill,mbr_137,2025-12-28 10:26:00,2025-12-28 11:13:00,2025-12-28 10:39:00,2025-12-28 10:58:00,132,11.22,31.68,0,8,0,166.9,member_charge
chk_01080,outlet_grill,mbr_137,2026-02-05 13:58:00,2026-02-05 15:17:00,2026-02-05 14:13:00,2026-02-05 15:07:00,158,13.43,30.02,0,0,0,201.45,cash
chk_01082,outlet_main_dining,mbr_137,2026-03-04 08:39:00,2026-03-04 09:39:00,2026-03-04 08:51:00,2026-03-04 09:33:00,107,9.1,16.05,0,0,0,132.15,credit_card
chk_01083,outlet_bar_lounge,mbr_137,2026-02-18 16:48:00,2026-02-18 17:57:00,2026-02-18 16:54:00,2026-02-18 17:49:00,29,2.47,4.93,0,0,0,36.4,credit_card
chk_01085,outlet_grill,mbr_137,2025-12-24 11:29:00,2025-12-24 12:19:00,2025-12-24 11:43:00,2025-12-24 12:14:00,141,11.99,35.25,0,0,0,188.24,member_charge
chk_01087,outlet_grill,mbr_138,2025-12-28 10:48:00,2025-12-28 11:35:00,2025-12-28 11:01:00,2025-12-28 11:20:00,133,11.31,22.61,0,8,0,158.92,credit_card
chk_01090,outlet_grill,mbr_138,2026-03-03 13:39:00,2026-03-03 14:39:00,2026-03-03 13:51:00,2026-03-03 14:33:00,107,9.1,16.05,0,0,0,132.15,credit_card
chk_01091,outlet_bar_lounge,mbr_138,2026-02-18 16:10:00,2026-02-18 17:19:00,2026-02-18 16:16:00,2026-02-18 17:11:00,30,2.55,5.1,0,0,0,37.65,cash
chk_01115,outlet_grill,mbr_140,2025-12-28 11:26:00,2025-12-28 12:13:00,2025-12-28 11:39:00,2025-12-28 11:58:00,133,11.31,31.92,0,8,0,168.23,member_charge
chk_01117,outlet_bar_lounge,mbr_141,2026-02-09 17:55:00,2026-02-09 19:11:00,2026-02-09 18:10:00,2026-02-09 19:02:00,151,12.84,27.18,0,0,0,191.02,cash
chk_01119,outlet_grill,mbr_141,2026-03-08 13:36:00,2026-03-08 14:33:00,2026-03-08 13:47:00,2026-03-08 14:27:00,99,8.42,14.85,0,0,0,122.27,credit_card
chk_01120,outlet_bar_lounge,mbr_141,2026-02-22 15:07:00,2026-02-22 16:13:00,2026-02-22 15:13:00,2026-02-22 16:05:00,22,1.87,3.74,0,0,0,27.61,cash
chk_01122,outlet_grill,mbr_141,2025-12-28 11:48:00,2025-12-28 12:35:00,2025-12-28 12:01:00,2025-12-28 12:20:00,133,11.31,31.92,0,8,0,168.23,credit_card
chk_01123,outlet_bar_lounge,mbr_141,2026-02-05 18:58:00,2026-02-05 20:17:00,2026-02-05 19:13:00,2026-02-05 20:07:00,159,13.52,30.21,0,0,0,202.73,cash
chk_01125,outlet_grill,mbr_141,2026-03-03 13:39:00,2026-03-03 14:39:00,2026-03-03 13:51:00,2026-03-03 14:32:00,108,9.18,16.2,0,0,0,133.38,credit_card
chk_01129,outlet_bar_lounge,mbr_142,2026-02-05 18:58:00,2026-02-05 20:17:00,2026-02-05 19:13:00,2026-02-05 20:07:00,56,4.76,10.64,0,0,0,71.4,cash
chk_01162,outlet_bar_lounge,mbr_144,2026-02-22 15:45:00,2026-02-22 16:52:00,2026-02-22 15:51:00,2026-02-22 16:44:00,22,1.87,3.74,0,0,0,27.61,credit_card
chk_01165,outlet_bar_lounge,mbr_145,2026-02-09 17:55:00,2026-02-09 19:11:00,2026-02-09 18:10:00,2026-02-09 19:02:00,48,4.08,8.64,0,0,0,60.72,cash
chk_00047,outlet_grill,mbr_007,2025-12-23 11:30:00,2025-12-23 12:21:00,2025-12-23 11:40:00,2025-12-23 12:16:00,83,7.06,20.75,0,0,0,110.81,member_charge
chk_00051,outlet_bar_lounge,mbr_007,2026-02-13 17:52:00,2026-02-13 19:05:00,2026-02-13 18:06:00,2026-02-13 18:56:00,143,12.16,25.74,0,0,0,180.9,credit_card
chk_00077,outlet_main_dining,mbr_010,2025-12-22 20:30:00,2025-12-22 21:21:00,2025-12-22 20:40:00,2025-12-22 21:16:00,84,7.14,21,0,0,0,112.14,member_charge
chk_00206,outlet_bar_lounge,mbr_027,2026-02-03 18:00:00,2026-02-03 19:21:00,2026-02-03 18:05:00,2026-02-03 19:11:00,60,5.1,11.4,0,0,0,76.5,cash
chk_00209,outlet_bar_lounge,mbr_027,2026-02-15 16:12:00,2026-02-15 17:23:00,2026-02-15 16:19:00,2026-02-15 17:14:00,35,2.98,5.95,0,0,0,43.93,member_charge
chk_00211,outlet_grill,mbr_027,2025-12-21 12:53:00,2025-12-21 13:45:00,2025-12-21 13:07:00,2025-12-21 13:40:00,146,12.41,36.5,0,0,0,194.91,cash
chk_00408,outlet_bar_lounge,mbr_052,2026-02-26 09:42:00,2026-02-26 10:45:00,2026-02-26 09:54:00,2026-02-26 10:38:00,117,9.95,18.72,0,0,0,145.67,credit_card
chk_00409,outlet_bar_lounge,mbr_052,2026-02-13 16:52:00,2026-02-13 18:05:00,2026-02-13 16:59:00,2026-02-13 17:56:00,39,3.32,7.02,0,0,0,49.34,credit_card
chk_00570,outlet_grill,mbr_074,2025-12-25 11:50:00,2025-12-25 13:01:00,2025-12-25 12:04:00,2025-12-25 12:56:00,138,11.73,23.46,0,0,0,173.19,credit_card
chk_00601,outlet_bar_lounge,mbr_079,2026-02-15 16:50:00,2026-02-15 18:02:00,2026-02-15 17:04:00,2026-02-15 17:53:00,139,11.82,23.63,0,0,0,174.45,credit_card
chk_00602,outlet_bar_lounge,mbr_079,2026-02-02 18:22:00,2026-02-02 19:43:00,2026-02-02 18:31:00,2026-02-02 19:33:00,62,5.27,11.78,0,0,0,79.05,member_charge
chk_00761,outlet_grill,mbr_103,2025-12-22 11:52:00,2025-12-22 12:43:00,2025-12-22 12:06:00,2025-12-22 12:38:00,143,12.16,25.74,0,0,0,180.9,cash
chk_00762,outlet_grill,mbr_104,2026-02-13 11:52:00,2026-02-13 13:05:00,2026-02-13 12:06:00,2026-02-13 12:56:00,144,12.24,25.92,0,0,0,182.16,cash
chk_00764,outlet_main_dining,mbr_104,2025-12-18 07:33:00,2025-12-18 08:27:00,2025-12-18 07:44:00,2025-12-18 08:22:00,92,7.82,23,0,0,0,122.82,credit_card
chk_00765,outlet_bar_lounge,mbr_104,2026-02-26 14:43:00,2026-02-26 15:47:00,2026-02-26 14:48:00,2026-02-26 15:40:00,178,15.13,28.48,0,0,0,221.61,credit_card
chk_00768,outlet_grill,mbr_105,2025-12-31 10:46:00,2025-12-31 11:31:00,2025-12-31 10:59:00,2025-12-31 11:16:00,126,10.71,30.24,0,8,0,158.95,credit_card
